query_id,serp_rank,doc_id,clicked
0,1,0,1
0,2,3,0
0,3,5,0
0,4,6,0
0,5,9,0
0,6,4,0
0,7,2,0
0,8,8,0
0,9,1,0
0,10,7,0
7,1,78,1
7,2,73,0
7,3,79,0
7,4,70,0
7,5,76,0
7,6,72,0
7,7,75,0
7,8,77,0
7,9,74,0
7,10,71,0
11,1,106,1
11,2,111,0
11,3,110,0
11,4,107,0
11,5,104,0
11,6,105,0
11,7,108,0
11,8,113,0
11,9,112,0
11,10,109,0
14,1,135,0
14,2,137,0
14,3,136,0
14,4,132,0
14,5,139,0
14,6,140,0
14,7,131,0
14,8,133,0
14,9,138,1
14,10,134,0
49,1,469,1
49,2,468,0
49,3,466,1
49,4,463,0
49,5,464,0
49,6,467,0
49,7,465,0
52,1,492,1
52,2,487,0
52,3,490,0
52,4,495,0
52,5,494,0
52,6,496,0
52,7,488,0
52,8,491,0
52,9,489,0
52,10,493,0
53,1,498,1
53,2,505,0
53,3,504,1
53,4,501,0
53,5,503,0
53,6,499,0
53,7,502,0
53,8,497,0
53,9,500,0
53,10,506,0
55,1,518,0
55,2,519,1
55,3,524,1
55,4,526,1
55,5,522,0
55,6,517,0
55,7,525,0
55,8,521,0
55,9,520,0
55,10,523,0
60,1,568,0
60,2,573,1
60,3,571,0
60,4,569,1
60,5,567,0
60,6,570,0
60,7,572,0
62,1,591,1
62,2,585,0
62,3,589,0
62,4,587,1
62,5,590,0
62,6,584,0
62,7,586,0
62,8,588,0
62,9,592,0
62,10,593,0
84,1,790,1
84,2,793,0
84,3,797,0
84,4,792,0
84,5,796,0
84,6,794,1
84,7,798,0
84,8,789,0
84,9,795,0
84,10,791,0
89,1,842,0
89,2,839,0
89,3,840,0
89,4,844,0
89,5,845,0
89,6,843,0
89,7,841,0
98,1,918,1
98,2,924,0
98,3,923,0
98,4,925,0
98,5,921,0
98,6,920,0
98,7,922,0
98,8,919,0
98,9,926,0
98,10,917,0
99,1,933,1
99,2,927,0
99,3,931,0
99,4,930,0
99,5,935,0
99,6,929,0
99,7,936,0
99,8,928,0
99,9,932,0
99,10,934,0
104,1,980,0
104,2,978,0
104,3,977,0
104,4,981,0
104,5,983,0
104,6,979,0
104,7,982,0
107,1,1003,0
107,2,1001,0
107,3,1004,0
107,4,1009,0
107,5,1007,0
107,6,1006,0
107,7,1002,0
107,8,1010,0
107,9,1005,0
107,10,1008,0
138,1,1294,0
138,2,1298,1
138,3,1296,0
138,4,1295,0
138,5,1290,0
138,6,1297,0
138,7,1291,0
138,8,1292,0
138,9,1293,0
138,10,1299,0
174,1,1612,0
174,2,1613,0
174,3,1614,0
174,4,1616,0
174,5,1611,0
174,6,1619,0
174,7,1620,0
174,8,1617,0
174,9,1618,0
174,10,1615,0
180,1,1671,1
180,2,1677,0
180,3,1679,0
180,4,1674,0
180,5,1680,0
180,6,1673,0
180,7,1676,0
180,8,1678,0
180,9,1672,0
180,10,1675,0
187,1,1745,1
187,2,1747,0
187,3,1750,0
187,4,1743,0
187,5,1749,0
187,6,1741,0
187,7,1748,1
187,8,1746,0
187,9,1742,0
187,10,1744,0
192,1,1789,0
192,2,1788,0
192,3,1787,0
192,4,1786,0
192,5,1791,0
192,6,1785,0
192,7,1790,0
194,1,1804,0
194,2,1802,0
194,3,1807,0
194,4,1808,0
194,5,1810,0
194,6,1809,0
194,7,1805,0
194,8,1811,0
194,9,1806,0
194,10,1803,0
201,1,1878,1
201,2,1875,0
201,3,1874,0
201,4,1873,0
201,5,1872,0
201,6,1871,0
201,7,1877,0
201,8,1870,0
201,9,1869,0
201,10,1876,0
203,1,1893,1
203,2,1889,0
203,3,1890,0
203,4,1891,0
203,5,1898,0
203,6,1892,0
203,7,1895,1
203,8,1894,0
203,9,1897,0
203,10,1896,0
205,1,1911,1
205,2,1909,0
205,3,1913,0
205,4,1918,0
205,5,1912,0
205,6,1914,0
205,7,1915,0
205,8,1917,0
205,9,1916,0
205,10,1910,0
213,1,1984,1
213,2,1991,0
213,3,1983,0
213,4,1985,0
213,5,1987,0
213,6,1990,0
213,7,1989,0
213,8,1988,0
213,9,1992,0
213,10,1986,0
237,1,2212,0
237,2,2209,0
237,3,2205,0
237,4,2214,0
237,5,2208,0
237,6,2211,0
237,7,2207,0
237,8,2210,0
237,9,2206,0
237,10,2213,0
239,1,2234,0
239,2,2225,0
239,3,2229,0
239,4,2226,0
239,5,2227,0
239,6,2228,1
239,7,2231,0
239,8,2232,0
239,9,2230,0
239,10,2233,0
263,1,2452,0
263,2,2445,0
263,3,2449,1
263,4,2444,0
263,5,2451,0
263,6,2450,0
263,7,2448,0
263,8,2453,0
263,9,2446,0
263,10,2447,0
269,1,2502,0
269,2,2503,0
269,3,2505,0
269,4,2510,0
269,5,2508,0
269,6,2501,1
269,7,2507,0
269,8,2506,0
269,9,2509,0
269,10,2504,0
281,1,2618,0
281,2,2617,0
281,3,2614,0
281,4,2616,0
281,5,2612,0
281,6,2615,0
281,7,2613,0
297,1,2758,1
297,2,2765,1
297,3,2760,0
297,4,2757,0
297,5,2766,0
297,6,2759,0
297,7,2761,0
297,8,2763,0
297,9,2762,0
297,10,2764,0
301,1,2803,0
301,2,2799,0
301,3,2797,0
301,4,2802,0
301,5,2800,0
301,6,2801,0
301,7,2798,0
314,1,2921,1
314,2,2915,0
314,3,2914,0
314,4,2920,0
314,5,2917,0
314,6,2912,0
314,7,2913,0
314,8,2916,0
314,9,2918,0
314,10,2919,0
341,1,3154,0
341,2,3157,0
341,3,3155,0
341,4,3156,0
341,5,3153,0
341,6,3158,0
341,7,3152,0
373,1,3442,1
373,2,3450,0
373,3,3445,0
373,4,3446,0
373,5,3451,0
373,6,3449,0
373,7,3444,0
373,8,3447,0
373,9,3443,0
373,10,3448,0
380,1,3515,0
380,2,3517,0
380,3,3510,0
380,4,3511,0
380,5,3516,0
380,6,3514,1
380,7,3509,0
380,8,3513,0
380,9,3512,0
380,10,3518,0
404,1,3742,1
