query_id,serp_rank,doc_id,clicked
6,1,68,1
6,2,62,0
6,3,65,0
6,4,66,0
6,5,67,0
6,6,60,1
6,7,63,0
6,8,64,0
6,9,61,0
6,10,69,0
10,1,99,0
10,2,100,0
10,3,103,0
10,4,102,0
10,5,97,0
10,6,98,0
10,7,101,0
22,1,215,1
22,2,214,0
22,3,216,1
22,4,217,0
22,5,210,0
22,6,209,0
22,7,213,0
22,8,208,1
22,9,211,0
22,10,212,0
33,1,312,1
33,2,313,0
33,3,309,0
33,4,307,0
33,5,311,0
33,6,314,0
33,7,310,0
33,8,306,0
33,9,308,0
33,10,315,0
37,1,350,1
37,2,352,0
37,3,344,0
37,4,348,0
37,5,346,0
37,6,343,0
37,7,347,0
37,8,345,0
37,9,351,0
37,10,349,0
44,1,420,1
44,2,416,0
44,3,418,0
44,4,414,1
44,5,413,0
44,6,421,1
44,7,422,0
44,8,419,0
44,9,417,0
44,10,415,0
46,1,436,1
46,2,442,0
46,3,433,0
46,4,437,0
46,5,439,0
46,6,440,1
46,7,441,0
46,8,438,0
46,9,435,0
46,10,434,0
59,1,564,1
59,2,565,0
59,3,563,0
59,4,557,0
59,5,561,0
59,6,558,0
59,7,566,0
59,8,562,0
59,9,560,1
59,10,559,0
65,1,618,0
65,2,613,1
65,3,620,0
65,4,612,1
65,5,616,0
65,6,614,1
65,7,617,0
65,8,615,0
65,9,611,0
65,10,619,0
68,1,644,1
68,2,642,0
68,3,648,0
68,4,641,0
68,5,649,0
68,6,650,0
68,7,645,0
68,8,646,0
68,9,643,0
68,10,647,0
71,1,675,1
71,2,673,0
71,3,676,0
71,4,678,0
71,5,680,0
71,6,672,0
71,7,679,0
71,8,674,0
71,9,671,0
71,10,677,0
76,1,715,0
76,2,719,0
76,3,723,0
76,4,720,1
76,5,724,0
76,6,722,0
76,7,717,0
76,8,721,0
76,9,716,0
76,10,718,0
105,1,986,0
105,2,988,0
105,3,987,0
105,4,989,0
105,5,984,0
105,6,990,0
105,7,985,0
136,1,1276,0
136,2,1277,0
136,3,1274,0
136,4,1273,0
136,5,1278,0
136,6,1279,0
136,7,1275,0
137,1,1281,1
137,2,1280,0
137,3,1285,0
137,4,1282,0
137,5,1283,0
137,6,1284,0
137,7,1286,0
137,8,1287,0
137,9,1289,0
137,10,1288,0
159,1,1482,0
159,2,1487,0
159,3,1486,0
159,4,1485,0
159,5,1484,0
159,6,1488,0
159,7,1483,0
164,1,1532,0
164,2,1524,0
164,3,1530,0
164,4,1523,0
164,5,1526,0
164,6,1531,0
164,7,1529,0
164,8,1525,0
164,9,1527,0
164,10,1528,0
196,1,1823,1
196,2,1825,0
196,3,1828,0
196,4,1824,0
196,5,1826,0
196,6,1830,0
196,7,1827,0
196,8,1831,0
196,9,1822,0
196,10,1829,0
197,1,1833,1
197,2,1840,0
197,3,1834,1
197,4,1836,0
197,5,1835,0
197,6,1841,0
197,7,1837,0
197,8,1838,0
197,9,1832,0
197,10,1839,0
207,1,1934,0
207,2,1935,0
207,3,1929,1
207,4,1936,0
207,5,1930,0
207,6,1937,0
207,7,1931,0
207,8,1938,0
207,9,1933,0
207,10,1932,0
209,1,1949,1
209,2,1951,0
209,3,1953,0
209,4,1955,0
209,5,1956,0
209,6,1950,0
209,7,1958,0
209,8,1957,0
209,9,1952,0
209,10,1954,0
226,1,2108,1
226,2,2106,0
226,3,2110,0
226,4,2102,0
226,5,2107,0
226,6,2104,0
226,7,2101,0
226,8,2105,0
226,9,2109,0
226,10,2103,0
228,1,2121,1
228,2,2128,0
228,3,2123,0
228,4,2122,0
228,5,2125,0
228,6,2129,0
228,7,2124,0
228,8,2130,1
228,9,2126,0
228,10,2127,0
238,1,2216,1
238,2,2222,0
238,3,2218,0
238,4,2221,0
238,5,2224,0
238,6,2220,0
238,7,2219,0
238,8,2215,0
238,9,2217,0
238,10,2223,0
242,1,2253,1
242,2,2257,0
242,3,2258,0
242,4,2254,0
242,5,2255,0
242,6,2256,0
242,7,2250,0
242,8,2252,0
242,9,2251,0
242,10,2249,0
244,1,2275,0
244,2,2274,0
244,3,2271,0
244,4,2272,0
244,5,2268,0
244,6,2266,1
244,7,2269,0
244,8,2267,0
244,9,2273,0
244,10,2270,0
245,1,2281,0
245,2,2282,0
245,3,2277,0
245,4,2278,1
245,5,2279,0
245,6,2280,0
245,7,2276,0
260,1,2422,1
260,2,2419,1
260,3,2417,0
260,4,2421,0
260,5,2424,1
260,6,2418,0
260,7,2426,0
260,8,2423,0
260,9,2425,0
260,10,2420,0
268,1,2498,1
268,2,2497,0
268,3,2500,0
268,4,2496,0
268,5,2492,0
268,6,2499,1
268,7,2494,1
268,8,2495,1
268,9,2491,0
268,10,2493,0
285,1,2646,1
285,2,2644,0
285,3,2647,0
285,4,2645,0
285,5,2643,0
285,6,2650,0
285,7,2651,0
285,8,2648,0
285,9,2652,0
285,10,2649,0
291,1,2704,0
291,2,2706,0
291,3,2702,0
291,4,2701,0
291,5,2703,0
291,6,2700,1
291,7,2705,0
298,1,2768,0
298,2,2769,1
298,3,2775,0
298,4,2773,0
298,5,2770,0
298,6,2774,0
298,7,2767,0
298,8,2776,0
298,9,2771,0
298,10,2772,0
311,1,2886,1
311,2,2889,0
311,3,2888,0
311,4,2893,0
311,5,2894,0
311,6,2890,0
311,7,2892,1
311,8,2891,0
311,9,2887,0
311,10,2885,0
357,1,3296,0
357,2,3303,1
357,3,3300,1
357,4,3295,0
357,5,3294,0
357,6,3301,0
357,7,3297,0
357,8,3302,0
357,9,3298,0
357,10,3299,0
361,1,3341,0
361,2,3343,0
361,3,3334,0
361,4,3340,0
361,5,3342,0
361,6,3338,1
361,7,3335,0
361,8,3339,0
361,9,3336,0
361,10,3337,0
368,1,3407,0
368,2,3402,0
368,3,3403,0
368,4,3405,0
368,5,3399,0
