query_id,serp_rank,doc_id,clicked
1,1,10,1
1,2,14,0
1,3,19,0
1,4,18,0
1,5,12,1
1,6,11,0
1,7,17,0
1,8,16,0
1,9,13,0
1,10,15,0
2,1,23,1
2,2,20,0
2,3,29,0
2,4,22,0
2,5,21,0
2,6,28,1
2,7,26,0
2,8,27,0
2,9,25,0
2,10,24,0
4,1,42,1
4,2,41,0
4,3,43,0
4,4,46,0
4,5,49,0
4,6,45,0
4,7,44,0
4,8,47,0
4,9,40,0
4,10,48,0
5,1,55,0
5,2,58,0
5,3,53,0
5,4,51,0
5,5,59,0
5,6,50,1
5,7,54,0
5,8,57,0
5,9,52,0
5,10,56,0
16,1,154,0
16,2,151,0
16,3,158,0
16,4,152,0
16,5,155,0
16,6,153,0
16,7,157,0
16,8,156,0
16,9,160,0
16,10,159,0
19,1,179,1
19,2,182,0
19,3,178,0
19,4,186,0
19,5,180,0
19,6,187,0
19,7,183,0
19,8,181,0
19,9,185,0
19,10,184,0
20,1,197,0
20,2,193,1
20,3,196,0
20,4,188,0
20,5,192,0
20,6,189,0
20,7,190,1
20,8,195,0
20,9,194,0
20,10,191,0
24,1,230,0
24,2,232,0
24,3,234,0
24,4,231,0
24,5,228,0
24,6,233,0
24,7,229,0
27,1,256,1
27,2,255,0
27,3,261,0
27,4,257,0
27,5,253,0
27,6,259,0
27,7,254,0
27,8,260,0
27,9,252,0
27,10,258,0
31,1,294,1
31,2,288,0
31,3,290,0
31,4,291,0
31,5,295,0
31,6,289,0
31,7,286,0
31,8,293,0
31,9,292,0
31,10,287,0
39,1,363,0
39,2,366,1
39,3,372,0
39,4,369,0
39,5,370,0
39,6,364,0
39,7,371,0
39,8,368,0
39,9,365,0
39,10,367,0
40,1,378,0
40,2,374,0
40,3,382,1
40,4,375,0
40,5,376,1
40,6,377,0
40,7,380,0
40,8,381,1
40,9,379,0
40,10,373,0
41,1,383,1
41,2,390,0
41,3,392,0
41,4,386,0
41,5,389,0
41,6,387,0
41,7,388,0
41,8,384,0
41,9,385,0
41,10,391,0
83,1,785,0
83,2,788,0
83,3,784,0
83,4,787,0
83,5,782,0
83,6,783,0
83,7,786,0
86,1,815,0
86,2,816,0
86,3,812,0
86,4,810,0
86,5,809,0
86,6,811,1
86,7,817,0
86,8,813,0
86,9,814,0
86,10,818,0
88,1,829,0
88,2,834,0
88,3,833,0
88,4,832,0
88,5,830,0
88,6,835,0
88,7,836,0
88,8,838,0
88,9,831,0
88,10,837,0
90,1,848,0
90,2,854,0
