query_id,serp_rank,doc_id,clicked
12,1,119,0
12,2,118,1
12,3,115,0
12,4,117,0
12,5,120,0
12,6,116,0
12,7,114,0
28,1,264,0
28,2,265,1
28,3,262,0
28,4,269,0
28,5,270,0
28,6,271,0
28,7,263,0
28,8,266,0
28,9,268,0
28,10,267,0
36,1,335,1
36,2,333,0
36,3,336,0
36,4,339,0
36,5,342,0
36,6,334,0
36,7,338,0
36,8,340,0
36,9,341,0
36,10,337,0
38,1,353,1
38,2,358,0
38,3,360,0
38,4,361,0
38,5,362,0
38,6,357,0
38,7,354,0
38,8,359,0
38,9,355,0
38,10,356,0
48,1,454,1
48,2,460,0
48,3,453,0
48,4,459,0
48,5,458,1
48,6,457,0
48,7,462,0
48,8,461,1
48,9,455,0
48,10,456,0
61,1,576,1
61,2,580,0
61,3,583,0
61,4,579,0
61,5,575,0
61,6,581,0
61,7,582,0
61,8,578,0
61,9,577,0
61,10,574,0
72,1,686,0
72,2,682,1
72,3,685,0
72,4,687,0
72,5,684,0
72,6,683,0
72,7,681,0
75,1,712,1
75,2,709,1
75,3,713,0
75,4,708,0
75,5,706,0
75,6,707,0
75,7,711,0
75,8,710,0
75,9,714,0
75,10,705,0
85,1,801,1
85,2,802,1
85,3,807,0
85,4,800,0
85,5,808,0
85,6,799,0
85,7,806,0
85,8,804,0
85,9,805,0
85,10,803,0
87,1,826,1
87,2,823,0
87,3,827,0
87,4,819,0
87,5,820,0
87,6,824,0
87,7,821,0
87,8,822,0
87,9,825,0
87,10,828,0
95,1,895,0
95,2,894,0
95,3,892,0
95,4,896,0
95,5,893,0
95,6,890,0
95,7,891,0
108,1,1016,0
108,2,1014,1
108,3,1015,0
108,4,1017,0
108,5,1011,0
108,6,1013,0
108,7,1012,0
111,1,1043,0
111,2,1042,0
111,3,1047,0
111,4,1039,0
111,5,1045,0
111,6,1041,0
111,7,1040,0
111,8,1044,0
111,9,1038,0
111,10,1046,0
117,1,1093,1
117,2,1099,0
117,3,1100,1
117,4,1101,0
117,5,1094,0
117,6,1092,0
117,7,1098,0
117,8,1097,0
117,9,1096,0
117,10,1095,0
122,1,1142,1
122,2,1148,0
122,3,1146,1
122,4,1151,0
122,5,1144,0
122,6,1150,0
122,7,1147,0
122,8,1145,0
122,9,1149,0
122,10,1143,0
131,1,1228,1
131,2,1232,0
131,3,1234,1
131,4,1235,0
131,5,1231,0
131,6,1227,0
131,7,1233,0
131,8,1226,0
131,9,1230,0
131,10,1229,0
146,1,1365,1
146,2,1369,0
146,3,1364,0
146,4,1367,0
146,5,1366,0
146,6,1370,0
146,7,1368,0
148,1,1386,1
148,2,1387,1
148,3,1384,0
148,4,1382,0
148,5,1383,0
148,6,1388,0
148,7,1389,0
148,8,1381,0
148,9,1385,0
148,10,1390,0
150,1,1405,1
150,2,1401,0
150,3,1408,0
150,4,1402,0
150,5,1403,0
150,6,1406,0
150,7,1404,0
150,8,1407,0
150,9,1409,0
150,10,1410,1
153,1,1431,0
153,2,1430,1
153,3,1427,0
153,4,1434,0
153,5,1433,0
153,6,1426,0
153,7,1429,0
153,8,1432,0
153,9,1428,0
153,10,1425,0
160,1,1498,1
160,2,1495,0
160,3,1497,0
160,4,1491,0
160,5,1492,0
160,6,1493,0
160,7,1494,0
160,8,1490,0
160,9,1489,0
160,10,1496,0
163,1,1521,1
163,2,1522,0
163,3,1517,0
163,4,1520,0
163,5,1518,0
163,6,1516,0
163,7,1519,0
170,1,1578,0
170,2,1582,0
170,3,1577,0
170,4,1581,0
