query_id,serp_rank,doc_id,clicked
18,1,176,1
18,2,173,0
18,3,177,0
18,4,172,0
18,5,174,0
18,6,169,0
18,7,168,1
18,8,171,0
18,9,175,0
18,10,170,0
42,1,399,0
42,2,401,0
42,3,393,0
42,4,397,0
42,5,395,0
42,6,400,0
42,7,398,0
42,8,394,0
42,9,402,0
42,10,396,0
58,1,555,1
58,2,549,1
58,3,547,0
58,4,556,0
58,5,550,0
58,6,554,0
58,7,548,0
58,8,553,0
58,9,551,0
58,10,552,0
73,1,695,1
73,2,692,0
73,3,697,0
73,4,694,0
73,5,691,0
73,6,693,0
73,7,688,0
73,8,696,0
73,9,689,0
73,10,690,0
74,1,699,0
74,2,702,0
74,3,700,0
74,4,698,0
74,5,701,0
74,6,704,0
74,7,703,0
96,1,897,1
96,2,898,1
96,3,900,0
96,4,903,0
96,5,901,0
96,6,904,0
96,7,902,0
96,8,906,0
96,9,905,0
96,10,899,0
119,1,1118,1
119,2,1115,0
119,3,1116,0
119,4,1121,0
119,5,1119,0
119,6,1113,0
119,7,1112,0
119,8,1114,1
119,9,1117,0
119,10,1120,0
125,1,1179,0
125,2,1172,1
125,3,1173,1
125,4,1181,0
125,5,1175,0
125,6,1178,0
125,7,1176,0
125,8,1180,0
125,9,1174,0
125,10,1177,0
140,1,1316,1
140,2,1313,0
140,3,1310,0
140,4,1315,0
140,5,1312,0
140,6,1314,0
140,7,1311,0
141,1,1319,1
141,2,1324,0
141,3,1320,0
141,4,1318,0
141,5,1325,0
141,6,1317,0
141,7,1321,0
141,8,1323,1
141,9,1326,0
141,10,1322,0
142,1,1328,0
142,2,1332,0
142,3,1333,0
142,4,1331,0
142,5,1327,0
142,6,1330,0
142,7,1329,0
147,1,1373,0
147,2,1380,0
147,3,1379,0
147,4,1377,0
147,5,1378,0
147,6,1374,0
147,7,1372,0
147,8,1375,0
147,9,1371,0
147,10,1376,0
157,1,1469,0
157,2,1468,0
157,3,1464,0
157,4,1471,0
157,5,1462,0
157,6,1465,1
157,7,1467,0
157,8,1470,0
157,9,1463,0
157,10,1466,0
162,1,1512,0
162,2,1508,0
162,3,1515,0
162,4,1506,0
162,5,1513,0
162,6,1510,0
162,7,1514,0
162,8,1509,0
162,9,1507,0
162,10,1511,0
177,1,1649,1
177,2,1644,0
177,3,1646,0
177,4,1645,1
177,5,1647,0
177,6,1643,0
177,7,1650,0
177,8,1648,0
177,9,1641,0
177,10,1642,0
200,1,1861,1
200,2,1859,0
200,3,1864,0
200,4,1868,0
200,5,1866,0
200,6,1865,0
200,7,1863,0
200,8,1867,0
200,9,1862,0
200,10,1860,0
233,1,2174,0
233,2,2168,0
233,3,2171,0
233,4,2172,0
233,5,2169,0
233,6,2165,0
233,7,2166,0
233,8,2170,0
233,9,2167,0
233,10,2173,0
234,1,2180,1
234,2,2181,0
234,3,2175,0
234,4,2184,0
234,5,2178,0
234,6,2176,0
234,7,2182,0
234,8,2179,0
234,9,2177,0
234,10,2183,0
236,1,2198,1
236,2,2203,0
236,3,2201,0
236,4,2197,0
236,5,2200,0
236,6,2195,0
236,7,2199,0
236,8,2202,0
236,9,2204,0
236,10,2196,0
243,1,2265,0
243,2,2259,0
243,3,2261,0
243,4,2263,0
243,5,2264,0
243,6,2262,0
243,7,2260,0
253,1,2355,1
253,2,2358,1
253,3,2361,0
253,4,2353,0
253,5,2359,0
253,6,2357,1
253,7,2360,0
253,8,2356,1
253,9,2354,0
253,10,2362,0
255,1,2373,1
255,2,2370,1
255,3,2379,0
255,4,2374,0
255,5,2378,0
255,6,2371,0
255,7,2376,0
255,8,2375,0
255,9,2377,0
255,10,2372,0
258,1,2406,0
258,2,2400,0
258,3,2403,1
258,4,2404,0
258,5,2401,0
258,6,2407,0
258,7,2402,0
258,8,2408,0
258,9,2409,0
258,10,2405,0
265,1,2465,1
265,2,2467,0
265,3,2466,0
265,4,2461,0
265,5,2469,0
265,6,2470,0
265,7,2464,1
265,8,2462,0
265,9,2463,0
265,10,2468,0
271,1,2522,0
271,2,2525,0
271,3,2521,0
271,4,2526,0
271,5,2527,0
271,6,2524,0
271,7,2523,0
274,1,2553,1
274,2,2548,0
274,3,2550,0
274,4,2549,0
274,5,2552,0
274,6,2557,0
274,7,2555,0
274,8,2551,0
274,9,2554,0
