query_id,serp_rank,doc_id,clicked
8,1,81,1
8,2,80,0
8,3,86,0
8,4,82,0
8,5,83,0
8,6,85,0
8,7,84,0
9,1,94,1
9,2,90,0
9,3,92,0
9,4,89,0
9,5,95,0
9,6,87,1
9,7,88,0
9,8,96,0
9,9,91,0
9,10,93,0
17,1,167,0
17,2,166,0
17,3,164,0
17,4,161,0
17,5,163,0
17,6,165,0
17,7,162,0
26,1,245,0
26,2,247,0
26,3,246,0
26,4,249,0
26,5,250,0
26,6,251,0
26,7,248,0
47,1,445,1
47,2,449,0
47,3,447,0
47,4,443,0
47,5,444,0
47,6,450,0
47,7,446,0
47,8,452,0
47,9,451,0
47,10,448,0
56,1,529,0
56,2,536,0
56,3,527,0
56,4,535,0
56,5,534,0
56,6,528,0
56,7,530,0
56,8,531,0
56,9,532,0
56,10,533,0
63,1,594,0
63,2,595,0
63,3,596,0
63,4,597,0
63,5,599,0
63,6,598,0
63,7,600,0
81,1,766,0
81,2,763,0
81,3,768,0
81,4,764,0
81,5,769,0
81,6,767,0
81,7,762,0
81,8,771,0
81,9,765,0
81,10,770,0
82,1,773,1
82,2,776,0
82,3,780,0
82,4,777,0
82,5,774,0
82,6,772,0
82,7,781,0
82,8,775,1
82,9,779,0
82,10,778,0
120,1,1131,1
120,2,1130,1
120,3,1129,0
120,4,1125,0
120,5,1127,1
120,6,1122,0
120,7,1126,1
120,8,1128,0
120,9,1123,0
120,10,1124,0
191,1,1784,1
191,2,1779,0
191,3,1781,0
191,4,1780,0
191,5,1783,0
191,6,1778,0
191,7,1782,0
217,1,2029,1
217,2,2028,0
217,3,2027,0
217,4,2030,0
217,5,2025,0
217,6,2026,0
217,7,2031,0
217,8,2024,0
217,9,2032,0
217,10,2023,0
246,1,2286,1
246,2,2283,0
246,3,2291,0
246,4,2288,0
246,5,2292,0
246,6,2290,0
246,7,2287,0
246,8,2289,0
246,9,2284,0
246,10,2285,0
247,1,2297,1
247,2,2293,1
247,3,2298,0
247,4,2301,0
247,5,2296,0
247,6,2294,1
247,7,2299,0
247,8,2300,0
247,9,2302,0
247,10,2295,0
250,1,2323,1
250,2,2329,1
250,3,2324,0
250,4,2325,0
250,5,2327,0
250,6,2328,0
250,7,2332,0
250,8,2331,0
250,9,2326,1
250,10,2330,0
259,1,2416,0
259,2,2415,0
259,3,2410,0
259,4,2411,0
259,5,2413,0
259,6,2412,0
259,7,2414,0
262,1,2441,0
262,2,2442,0
262,3,2438,0
262,4,2443,0
262,5,2437,0
262,6,2439,0
262,7,2440,0
280,1,2610,1
280,2,2606,0
280,3,2611,0
280,4,2602,0
280,5,2604,0
280,6,2607,0
280,7,2605,0
280,8,2603,0
280,9,2609,0
280,10,2608,0
299,1,2781,0
299,2,2784,0
299,3,2779,0
299,4,2786,0
299,5,2785,0
299,6,2780,0
299,7,2777,0
299,8,2783,0
299,9,2782,0
299,10,2778,0
303,1,2815,1
303,2,2811,0
303,3,2818,0
303,4,2817,1
303,5,2813,0
303,6,2816,0
303,7,2814,0
303,8,2812,0
303,9,2820,0
303,10,2819,0
308,1,2858,0
308,2,2866,0
308,3,2860,0
308,4,2859,0
308,5,2865,0
308,6,2862,0
308,7,2861,0
308,8,2864,0
308,9,2867,0
308,10,2863,0
313,1,2904,0
313,2,2903,0
313,3,2905,0
313,4,2906,0
313,5,2909,0
313,6,2910,0
313,7,2907,0
313,8,2908,0
313,9,2902,0
313,10,2911,0
320,1,2965,0
320,2,2969,0
320,3,2972,0
320,4,2971,0
320,5,2964,1
320,6,2963,0
320,7,2967,0
320,8,2966,0
320,9,2970,0
320,10,2968,0
324,1,3001,0
324,2,3002,0
324,3,2997,0
324,4,2999,0
324,5,3000,0
324,6,2998,0
324,7,3003,0
327,1,3027,0
327,2,3021,0
327,3,3026,0
327,4,3025,0
327,5,3022,0
327,6,3024,0
327,7,3023,1
333,1,3085,1
333,2,3087,0
333,3,3081,0
333,4,3080,0
333,5,3084,0
333,6,3078,0
333,7,3086,0
333,8,3083,0
333,9,3082,0
333,10,3079,0
334,1,3092,1
334,2,3096,1
334,3,3095,0
334,4,3090,0
334,5,3089,0
334,6,3097,0
334,7,3093,0
334,8,3094,0
334,9,3091,0
334,10,3088,0
336,1,3111,1
336,2,3108,1
336,3,3115,0
336,4,3112,0
336,5,3113,0
336,6,3110,0
336,7,3109,0
336,8,3117,0
336,9,3114,0
336,10,3116,1
337,1,3123,0
337,2,3124,0
337,3,3122,0
337,4,3120,0
337,5,3118,0
337,6,3119,0
337,7,3121,0
339,1,3141,0
339,2,3138,0
339,3,3136,0
339,4,3137,0
339,5,3140,0
339,6,3139,0
339,7,3135,0
342,1,3162,0
342,2,3166,0
342,3,3164,0
342,4,3161,0
342,5,3159,0
342,6,3160,0
342,7,3168,0
342,8,3165,0
342,9,3163,0
342,10,3167,0
346,1,3201,0
346,2,3202,0
346,3,3199,0
346,4,3196,0
346,5,3197,0
346,6,3198,0
346,7,3200,0
346,8,3205,0
346,9,3204,0
346,10,3203,0
358,1,3311,1
358,2,3307,0
358,3,3305,0
358,4,3312,0
358,5,3304,0
358,6,3309,0
358,7,3308,0
358,8,3313,0
358,9,3306,0
358,10,3310,0
365,1,3377,1
365,2,3369,0
365,3,3372,0
365,4,3374,0
365,5,3368,0
365,6,3376,0
365,7,3371,0
365,8,3375,0
365,9,3370,0
365,10,3373,0
377,1,3480,1
377,2,3481,0
377,3,3487,0
377,4,3479,0
377,5,3483,0
377,6,3488,0
377,7,3485,0
377,8,3484,1
377,9,3486,0
377,10,3482,0
378,1,3493,1
378,2,3496,0
378,3,3498,0
378,4,3489,0
378,5,3494,0
378,6,3490,0
378,7,3491,0
378,8,3497,0
378,9,3495,0
378,10,3492,0
383,1,3544,0
383,2,3539,0
383,3,3541,0
383,4,3545,0
383,5,3543,0
383,6,3542,0
383,7,3540,0
392,1,3632,1
392,2,3631,0
392,3,3630,1
392,4,3626,0
392,5,3629,0
392,6,3634,0
392,7,3628,0
392,8,3633,1
392,9,3627,0
392,10,3635,0
398,1,3688,0
398,2,3690,0
398,3,3683,0
398,4,3686,0
398,5,3692,0
398,6,3691,0
398,7,3687,0
398,8,3685,0
398,9,3689,0
398,10,3684,0
440,1,4083,1
440,2,4088,1
440,3,4084,0
440,4,4082,0
440,5,4087,0
440,6,4085,0
440,7,4086,0
440,8,4080,0
440,9,4081,0
440,10,4079,0
444,1,4124,1
444,2,4120,0
444,3,4119,0
444,4,4126,0
444,5,4127,0
444,6,4121,0
444,7,4128,0
444,8,4123,0
444,9,4122,0
444,10,4125,0
452,1,4199,0
452,2,4193,0
452,3,4196,1
452,4,4194,0
452,5,4195,0
452,6,4197,0
452,7,4198,0
453,1,4208,0
453,2,4205,0
453,3,4203,0
453,4,4204,0
453,5,4207,0
453,6,4202,0
453,7,4206,0
453,8,4200,0
453,9,4201,0
453,10,4209,0
461,1,4277,1
461,2,4275,0
461,3,4280,0
461,4,4282,0
461,5,4278,0
461,6,4274,0
461,7,4283,0
461,8,4279,0
461,9,4281,0
461,10,4276,0
462,1,4289,0
462,2,4287,0
462,3,4291,0
462,4,4293,0
462,5,4286,0
462,6,4285,0
462,7,4292,1
462,8,4284,0
462,9,4290,1
462,10,4288,0
471,1,4372,1
471,2,4371,0
471,3,4374,0
471,4,4377,0
471,5,4369,0
471,6,4376,0
471,7,4375,0
471,8,4373,0
471,9,4370,0
471,10,4368,0
473,1,4395,1
473,2,4389,1
473,3,4396,1
473,4,4392,0
473,5,4390,0
473,6,4388,0
473,7,4394,0
473,8,4391,0
473,9,4393,0
473,10,4397,1
484,1,4500,1
484,2,4495,1
484,3,4497,0
