query_id,serp_rank,doc_id,clicked
21,1,198,0
21,2,207,0
21,3,200,1
21,4,206,0
21,5,204,0
21,6,205,0
21,7,199,0
21,8,202,0
21,9,203,0
21,10,201,0
25,1,244,1
25,2,243,0
25,3,238,0
25,4,236,0
25,5,237,0
25,6,241,0
25,7,235,0
25,8,240,0
25,9,239,0
25,10,242,0
32,1,301,1
32,2,302,0
32,3,300,0
32,4,303,0
32,5,305,0
32,6,304,0
32,7,298,0
32,8,296,0
32,9,299,0
32,10,297,0
34,1,321,1
34,2,319,1
34,3,317,0
34,4,322,0
34,5,324,0
34,6,325,0
34,7,323,0
34,8,320,0
34,9,316,0
34,10,318,0
50,1,470,0
50,2,474,1
50,3,472,0
50,4,473,0
50,5,475,0
50,6,476,0
50,7,471,0
69,1,660,1
69,2,658,0
69,3,657,0
69,4,652,0
69,5,655,0
69,6,653,0
69,7,656,0
69,8,651,0
69,9,659,0
69,10,654,0
70,1,668,1
70,2,667,0
70,3,665,0
70,4,669,0
70,5,666,0
70,6,670,0
70,7,663,0
70,8,664,0
70,9,661,0
70,10,662,0
79,1,747,1
79,2,745,0
79,3,744,0
79,4,742,0
79,5,743,0
79,6,748,0
79,7,751,0
79,8,750,1
79,9,746,0
79,10,749,0
91,1,859,0
91,2,861,0
91,3,856,0
91,4,857,0
91,5,858,0
91,6,862,0
91,7,860,0
128,1,1204,1
128,2,1206,0
128,3,1200,1
128,4,1207,0
128,5,1202,0
128,6,1208,0
128,7,1203,0
128,8,1199,0
128,9,1201,0
128,10,1205,0
132,1,1240,0
132,2,1238,0
132,3,1241,0
132,4,1242,0
132,5,1236,0
132,6,1237,0
132,7,1239,0
135,1,1272,0
135,2,1267,0
135,3,1268,0
135,4,1271,1
135,5,1263,0
135,6,1264,0
135,7,1270,0
135,8,1266,0
135,9,1265,0
135,10,1269,0
179,1,1669,1
179,2,1663,0
179,3,1665,0
179,4,1664,0
179,5,1666,0
179,6,1668,0
179,7,1661,1
179,8,1670,0
179,9,1667,0
179,10,1662,0
182,1,1700,0
182,2,1695,0
182,3,1696,0
182,4,1692,0
182,5,1691,0
182,6,1697,0
182,7,1699,0
182,8,1694,0
182,9,1693,0
182,10,1698,0
189,1,1766,1
189,2,1762,1
189,3,1759,0
189,4,1760,0
189,5,1767,0
189,6,1765,0
189,7,1758,0
189,8,1761,0
189,9,1763,0
189,10,1764,0
199,1,1854,1
199,2,1850,0
199,3,1851,0
199,4,1857,0
199,5,1855,0
199,6,1858,0
199,7,1849,0
199,8,1853,0
199,9,1852,0
199,10,1856,0
208,1,1942,1
208,2,1947,0
208,3,1940,0
208,4,1946,0
208,5,1939,0
208,6,1945,1
208,7,1943,0
208,8,1941,0
208,9,1948,0
208,10,1944,0
212,1,1975,1
212,2,1981,0
212,3,1973,0
212,4,1979,0
212,5,1974,0
212,6,1980,0
212,7,1977,0
212,8,1982,0
212,9,1978,0
212,10,1976,0
222,1,2066,0
222,2,2068,0
222,3,2064,0
222,4,2065,0
222,5,2061,0
222,6,2070,0
222,7,2067,0
222,8,2063,0
222,9,2062,0
222,10,2069,0
225,1,2096,1
225,2,2094,0
225,3,2092,0
225,4,2095,0
225,5,2098,0
225,6,2097,0
225,7,2099,0
225,8,2091,0
225,9,2100,0
225,10,2093,0
229,1,2132,1
229,2,2133,0
229,3,2137,0
229,4,2136,0
229,5,2138,0
229,6,2135,0
229,7,2134,0
229,8,2140,0
229,9,2139,0
229,10,2131,0
248,1,2309,1
248,2,2310,1
248,3,2306,1
248,4,2305,1
248,5,2307,0
248,6,2312,0
248,7,2303,0
248,8,2311,0
248,9,2308,0
248,10,2304,0
249,1,2322,1
249,2,2319,0
249,3,2316,0
249,4,2315,0
249,5,2317,0
249,6,2318,0
249,7,2320,0
249,8,2313,0
249,9,2314,0
