query_id,serp_rank,doc_id,clicked
13,1,126,1
13,2,121,0
13,3,130,1
13,4,125,0
13,5,128,0
13,6,124,0
13,7,122,0
13,8,123,0
13,9,129,0
13,10,127,0
23,1,227,0
23,2,222,0
23,3,218,0
23,4,220,0
23,5,223,0
23,6,225,0
23,7,224,0
23,8,226,0
23,9,221,0
23,10,219,0
29,1,278,0
29,2,274,0
29,3,273,0
29,4,275,0
29,5,272,0
29,6,277,0
29,7,276,0
30,1,281,0
30,2,285,0
30,3,284,0
30,4,282,0
30,5,283,0
30,6,280,0
30,7,279,0
35,1,327,0
35,2,329,0
35,3,332,0
35,4,328,1
35,5,326,0
35,6,331,0
35,7,330,0
51,1,481,0
51,2,486,0
51,3,477,0
51,4,483,0
51,5,480,0
51,6,484,1
51,7,482,0
51,8,478,0
51,9,485,0
51,10,479,0
54,1,510,1
54,2,511,0
54,3,514,0
54,4,509,0
54,5,516,0
54,6,508,1
54,7,513,0
54,8,507,0
54,9,512,0
54,10,515,0
64,1,601,0
64,2,609,0
64,3,606,0
64,4,610,0
64,5,608,0
64,6,605,0
64,7,607,1
64,8,603,0
64,9,602,0
64,10,604,0
78,1,738,1
78,2,741,0
78,3,733,0
78,4,734,0
78,5,732,0
78,6,740,0
78,7,735,0
78,8,737,0
78,9,739,0
78,10,736,0
94,1,886,0
94,2,887,0
94,3,888,0
94,4,889,0
94,5,881,0
94,6,884,0
94,7,882,0
94,8,885,0
94,9,880,0
94,10,883,0
100,1,942,0
100,2,939,0
100,3,937,0
100,4,946,0
100,5,941,0
100,6,945,0
100,7,940,0
100,8,938,1
100,9,944,0
100,10,943,0
106,1,994,0
106,2,992,0
106,3,998,0
106,4,991,0
106,5,993,0
106,6,995,0
106,7,999,0
106,8,996,0
106,9,1000,0
106,10,997,0
109,1,1023,0
109,2,1021,0
109,3,1027,0
109,4,1025,0
109,5,1020,0
109,6,1018,0
109,7,1022,0
109,8,1026,0
109,9,1024,0
109,10,1019,0
112,1,1051,0
112,2,1055,0
112,3,1050,0
112,4,1052,0
112,5,1048,0
112,6,1054,0
112,7,1057,0
112,8,1056,0
112,9,1049,0
112,10,1053,0
113,1,1060,1
113,2,1058,0
113,3,1066,0
113,4,1061,0
113,5,1059,1
113,6,1067,1
113,7,1062,0
113,8,1064,0
113,9,1063,0
113,10,1065,0
116,1,1091,0
116,2,1086,0
116,3,1085,1
116,4,1089,0
116,5,1087,0
116,6,1088,0
116,7,1090,0
118,1,1105,0
118,2,1106,0
118,3,1104,0
118,4,1109,0
118,5,1108,0
118,6,1111,0
118,7,1110,0
118,8,1107,0
118,9,1103,0
118,10,1102,0
126,1,1187,1
126,2,1190,1
126,3,1189,0
126,4,1191,0
126,5,1188,0
126,6,1185,1
126,7,1183,0
126,8,1182,0
126,9,1184,0
126,10,1186,0
129,1,1214,1
129,2,1209,0
129,3,1216,0
129,4,1217,0
129,5,1212,0
129,6,1218,0
129,7,1213,0
129,8,1210,0
129,9,1211,0
129,10,1215,0
134,1,1254,1
134,2,1259,0
134,3,1253,0
134,4,1255,0
134,5,1262,0
134,6,1260,0
134,7,1257,0
134,8,1256,0
134,9,1261,0
134,10,1258,0
144,1,1351,1
144,2,1349,0
144,3,1350,0
144,4,1345,0
144,5,1348,0
144,6,1344,1
144,7,1352,0
144,8,1353,0
144,9,1346,0
144,10,1347,0
167,1,1553,0
167,2,1552,0
167,3,1556,0
167,4,1555,0
167,5,1551,0
167,6,1559,0
167,7,1558,0
167,8,1557,0
167,9,1550,0
167,10,1554,0
168,1,1564,0
168,2,1563,0
168,3,1560,0
168,4,1565,0
168,5,1566,0
168,6,1562,0
168,7,1561,0
169,1,1574,1
169,2,1570,0
169,3,1571,0
169,4,1572,0
169,5,1567,0
169,6,1569,0
169,7,1573,0
169,8,1568,0
169,9,1576,0
169,10,1575,0
183,1,1709,1
183,2,1703,0
183,3,1704,1
183,4,1708,0
183,5,1701,0
183,6,1706,0
183,7,1707,0
183,8,1710,0
183,9,1702,0
183,10,1705,0
186,1,1734,1
186,2,1737,0
186,3,1731,0
186,4,1736,0
186,5,1735,0
186,6,1732,0
186,7,1738,0
186,8,1740,0
186,9,1739,0
186,10,1733,0
221,1,2054,0
221,2,2055,0
221,3,2057,0
221,4,2060,0
221,5,2059,0
221,6,2056,0
221,7,2058,0
227,1,2120,0
227,2,2116,0
227,3,2118,0
227,4,2111,0
227,5,2113,0
227,6,2117,0
227,7,2112,0
227,8,2114,0
227,9,2115,0
227,10,2119,0
282,1,2625,0
