query_id,doc_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
0,0,2.765285,-0.539436,-1.375863,1.291958,-2.494731,-2.536131,-0.350573,1.174313,0.122720,3.458529,2.137345,-1.965490
0,1,1.041312,-0.748866,-1.442243,3.812261,-0.253609,-1.428354,-1.868643,2.007001,-0.112909,2.452356,0.604061,-1.815849
0,2,2.320039,-1.386779,-2.754551,-0.979662,-0.247046,-4.014417,-2.440964,1.947519,0.724346,3.946524,1.700170,-1.476581
0,3,2.619382,-1.388392,-1.731972,-1.640944,-0.760292,1.932642,-2.850117,1.742623,0.027011,2.494355,0.816930,-1.702651
0,4,5.008175,-2.307806,-2.416166,0.662337,-0.463417,-4.187993,-3.294262,1.267182,-0.363948,2.566962,0.287031,-0.033164
0,5,3.329501,-2.144352,-1.256854,1.696069,-0.141790,-2.710720,-1.673437,2.674417,0.057789,2.186318,1.102999,-3.484434
0,6,3.420633,-3.334145,-2.315187,0.141099,0.143974,-0.369080,-1.625432,2.271200,0.436479,1.334474,0.843133,-3.644614
0,7,2.221206,-0.756985,-2.390341,0.911290,0.758640,-4.503644,-4.750804,2.419506,0.378874,2.160671,1.098875,0.191672
0,8,2.443199,-1.998511,-1.439426,1.250782,0.068248,-2.680374,-2.459649,1.685534,-0.166919,2.990623,1.385410,0.555325
0,9,3.143246,-2.667213,-2.429737,1.613297,-1.631522,-4.625691,-1.794138,1.617270,0.991641,3.356569,1.174172,-0.884876
1,10,4.096196,-1.744453,-2.610238,0.880019,-0.690106,-1.073492,-1.949010,1.894341,0.869687,3.365802,1.588911,-1.385366
1,11,2.624215,-1.140265,-1.297001,-1.027470,-1.061857,-3.055229,-1.020203,2.576786,0.185072,2.788792,1.668396,-0.969809
1,12,3.012058,-3.082550,-3.107423,0.555237,-1.136170,-3.119739,-0.875169,1.976843,0.605053,3.280923,1.339284,-0.926030
1,13,1.523569,-2.978915,-2.186054,-3.149920,-0.456289,-3.944693,-3.977118,1.256680,0.082622,2.865779,1.907689,0.692889
1,14,4.288474,-1.277934,-1.532942,-0.043436,-0.378748,-1.229900,-3.627780,3.016855,0.469216,3.028450,1.563798,-0.970057
1,15,5.227807,-2.236087,-2.088861,-1.956096,-0.463772,-4.972136,-2.338910,2.360196,1.307087,2.111261,0.832018,-1.142682
1,16,1.683622,-1.107856,-2.267013,1.129948,-0.757518,-1.468178,-2.794690,3.314091,1.374521,2.529745,1.431536,-0.213877
1,17,1.009115,-0.851949,-0.863127,2.641960,-0.028457,0.026468,-2.971401,1.934548,0.476857,2.950531,1.271874,0.252809
1,18,3.040730,-1.147299,-2.568567,2.128698,-0.164345,-2.592539,-3.571763,1.665534,-0.354767,2.090931,1.636418,-0.672841
1,19,4.618917,-2.965161,-1.218712,2.039020,-0.367121,-1.790251,-3.000648,2.640696,0.428032,3.234323,1.033627,-0.501895
2,20,2.520270,-1.504744,-2.535128,-1.551190,-2.267716,-3.028334,-4.174864,3.813470,-0.476209,3.773299,1.267921,-3.236843
2,21,3.382868,-2.510728,0.859017,0.683649,0.547119,-3.774929,-2.345022,2.654131,0.357719,3.263428,1.317020,0.521495
