query_id,doc_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
2397,22128,1.937660,-1.119503,-3.029758,-2.115163,-1.274893,-5.272776,-3.636391,2.259699,-0.537049,2.343630,0.530193,-1.272845
2397,22129,2.351972,-2.852001,-1.663883,-0.157147,-1.945043,-5.561908,-1.947519,1.538585,-0.208499,2.258698,0.514745,0.625875
2397,22130,2.886297,-1.295045,-0.392095,-1.878644,-1.371455,-0.275507,-1.356463,3.343508,0.952280,3.006583,1.896846,-0.770583
2397,22131,1.803468,-2.038663,-2.591536,2.531974,1.732192,-1.001910,-3.238865,0.464832,0.131497,3.524766,1.419860,-0.299022
2397,22132,2.748821,-2.597395,-3.827433,1.997606,-1.307282,0.124206,-0.429490,1.773156,-0.508416,2.204125,0.757949,-1.154174
2397,22133,2.677203,-0.851992,-1.450909,-2.662117,0.831493,-3.459753,-1.801140,2.065495,-0.077070,4.302340,1.835829,0.324607
2397,22134,2.218896,-2.305441,-0.592892,2.027107,0.862410,-2.081523,-0.574238,1.652351,0.553257,3.606075,0.383571,-0.181511
2397,22135,2.718650,-2.492409,-3.604557,2.316334,-1.435327,-2.543245,-0.944811,2.953001,0.088036,2.887097,1.163847,-2.740425
2397,22136,0.936209,-2.549160,-1.614915,2.317788,-1.375964,-0.851726,-1.131727,2.420066,-0.602318,2.843593,0.991084,0.095700
2397,22137,3.451413,-2.588819,-1.753531,3.293510,-0.245048,-5.244114,-0.988338,1.983497,-0.135485,3.723467,0.925704,-1.389981
2398,22138,3.929170,-1.189205,-1.756509,3.285807,0.351637,-2.294348,-3.421481,1.962094,0.385988,2.071289,1.421377,-1.260616
2398,22139,1.310578,-2.390049,-3.042857,1.267340,-0.130361,-0.677172,-3.148595,2.622639,-0.167915,3.595286,1.302769,-0.819770
2398,22140,3.555718,-2.968573,-3.441475,-1.477981,0.209270,-1.930131,-3.208161,0.810141,1.050655,3.203467,1.794556,-1.681958
2398,22141,4.190457,-2.514147,-3.840252,-2.725786,-1.448026,-1.627230,-2.557743,2.657416,0.509885,3.350446,1.737085,-0.916795
2398,22142,3.085921,-2.505145,-1.941814,2.548582,-0.596617,-4.524715,-0.282998,2.599048,1.174463,2.223303,1.458357,-0.910758
2398,22143,3.475614,-0.378563,-1.044453,3.342050,-2.046275,-2.828761,-2.240817,2.050753,0.485253,2.202053,0.931384,1.136225
2398,22144,1.517950,-1.419296,-3.186731,2.213709,-0.154339,-0.898933,-1.864630,0.745409,-0.001399,4.492499,0.246530,-0.310249
2399,22145,104.923014,-0.519064,-2.977916,129.719034,-2.095451,-605.258542,0.960322,278.266494,6.489595,4.245204,1.135072,-0.516234
2399,22146,153.502169,-0.265166,-3.682657,361.875207,-2.941898,-482.182025,-1.033872,286.823695,403.769151,4.010164,1.049006,0.471989
2399,22147,171.300339,-0.244054,-2.788093,-3.781468,-3.914608,-949.124196,-2.717403,154.512246,45.112186,4.319410,1.191614,1.221008
2399,22148,71.655054,0.694547,-2.929414,270.537889,-1.183940,-244.383446,-2.214020,348.034229,-67.833414,4.814645,0.385348,2.621659
2399,22149,79.623094,-0.389003,-3.381162,330.517375,-4.103164,-882.304611,-1.217406,282.212168,171.857824,4.660294,1.362642,-0.605483
2399,22150,161.708456,1.015891,-3.811025,7.104719,-2.345452,67.290779,-3.360339,200.994988,69.224793,4.742518,1.115374,0.875309
2399,22151,265.372397,-0.153610,-4.019147,-351.559814,-2.740315,-1488.353209,-0.750840,296.514155,377.503471,3.981059,1.462793,-0.227885
2400,22152,177.476754,-1.459713,-1.661082,-44.506221,-3.312617,-956.636616,-1.964064,299.663726,252.672828,3.387496,0.067541,-2.612657
2400,22153,233.694699,0.281514,-3.256140,-41.074557,-3.255887,-25.957938,-1.956598,268.620840,61.054830,3.303992,0.472382,-0.264679
2400,22154,92.282569,-0.387519,-3.061305,195.885578,-3.287566,-342.680639,-1.038179,134.273267,2.232835,4.281048,0.145853,1.125709
2400,22155,131.153048,-0.044327,-4.066391,-143.874377,-3.365021,-643.693923,-0.913561,348.127887,-19.303970,3.593171,-0.759906,-0.138480
2400,22156,174.612336,-0.288670,-3.652854,276.823206,-3.853386,-643.613871,-5.038371,338.385135,271.559332,4.112651,1.171119,0.010407
2400,22157,113.926796,-0.295928,-3.093384,-150.919521,-2.058827,-979.498490,-3.844412,427.385211,13.955571,3.739698,0.500732,-1.745967
2400,22158,196.745248,0.415104,-2.588048,-90.761104,-5.402395,-413.056033,-2.930496,157.010530,-65.685477,4.284677,0.224377,-0.407170
2400,22159,159.557807,0.362972,-1.883679,175.555264,-3.179602,-1314.124933,-0.312205,408.109726,190.096402,3.958550,1.489930,-2.970716
2400,22160,340.461627,-0.480172,-3.989417,96.893541,-4.547431,-513.059689,-4.160266,248.335297,102.572801,4.126621,1.071539,1.154866
2400,22161,134.078567,-0.362610,-2.352625,196.779079,-2.269796,-446.294881,-2.156286,414.703166,111.657239,5.114165,0.551956,-0.139353
2401,22162,306.146812,-1.371023,-2.731742,254.213158,-2.952284,-229.084976,-2.879158,318.348053,143.223198,4.739196,0.945992,-1.207786
2401,22163,111.743265,0.162132,-3.426545,-45.896211,-3.772021,-975.153077,-2.298706,125.191382,204.146436,3.733195,0.589315,-0.106178
2401,22164,205.018254,0.906686,-3.421548,72.041667,-4.089276,-574.842650,-2.842774,340.432278,186.087536,4.890317,0.218826,0.013477
2401,22165,150.487888,1.389226,-1.268310,436.595825,-2.910879,-665.431250,-1.789145,309.397345,172.838450,5.183592,1.032443,-1.710042
2401,22166,126.108527,-0.063522,-2.056095,329.887976,-4.214446,-1298.666165,-1.139619,207.659564,57.020088,3.007755,0.445359,-0.210023
2401,22167,136.785652,0.045887,-3.582080,-76.129129,-2.194490,-1428.907554,-2.728895,262.567940,406.840768,6.070262,-0.295556,-0.701786
2401,22168,106.130248,1.033451,-2.077885,188.022664,-4.389583,-1742.894650,-0.937611,188.906710,-46.185887,4.548911,0.295047,0.242458
2401,22169,45.794522,0.120920,-2.467666,279.025741,-2.224484,-1551.516216,-2.256501,183.525544,-45.811197,3.207699,0.500949,-0.735008
2401,22170,169.405128,-0.646665,-3.902888,141.835496,-3.168331,-751.962216,0.494179,322.951645,-69.213983,5.184197,1.380070,1.628943
2401,22171,138.408056,0.488804,-3.321904,115.179695,-5.039617,-1473.901753,-3.774291,163.813157,-165.347588,4.177614,0.830289,0.359394
2402,22172,2.195357,-1.979672,-2.046843,-0.689522,-2.753938,-4.252769,-2.375103,1.596895,0.722903,2.735827,0.371513,-0.694480
2402,22173,1.855557,-1.583071,-2.593494,0.047225,-0.725563,-5.148385,-2.701025,3.066396,0.250349,3.322167,0.733873,1.103900
2402,22174,2.416296,-1.544980,-3.342085,1.766965,-2.221098,-2.535450,-3.353968,2.663321,0.625749,2.737095,1.176894,-3.667310
2402,22175,1.985781,-2.139090,-3.139577,-0.746919,-1.219238,-1.353013,-1.267190,0.583237,0.130125,3.507247,0.519194,-2.551671
2402,22176,3.201196,-1.401932,-3.399842,-1.586503,-0.746030,-1.967115,-2.973228,2.984917,-0.300946,2.343260,0.612763,-1.990261
2402,22177,1.282676,-1.633476,-3.202093,-0.579291,-1.371127,-3.077023,-2.722611,2.060477,0.458815,3.142585,1.117649,-1.076824
2402,22178,1.017602,-2.389192,-3.509462,1.886228,0.176868,-0.096415,-1.679082,0.881041,-0.047417,2.564993,2.236775,-0.560114
2402,22179,3.575572,-2.589080,-3.394586,-0.170415,-1.525780,-3.087539,-1.242236,3.487929,-0.096682,3.502249,0.426504,-1.086424
2402,22180,2.059144,-2.802954,-2.294253,2.359196,-1.351066,-4.666534,-0.343580,2.066226,-0.259726,3.858297,1.311425,-1.676104
2402,22181,1.485812,-2.472919,-3.006264,0.848327,-1.145005,-2.984861,-1.733004,2.300721,0.199339,2.671645,1.332865,-1.118734
2403,22182,2.906486,-2.969045,-2.301600,1.865696,-0.856782,-2.951587,-3.037496,2.847498,0.625670,2.632915,1.960993,-0.584340
2403,22183,2.064963,-2.135118,-1.519275,2.075633,-0.572627,-1.700929,-1.065820,2.490126,1.705384,3.473477,0.590544,-0.847347
2403,22184,1.829475,-2.880765,-2.458348,-0.913643,-1.535900,-2.886645,-0.786409,2.090339,-0.329930,2.681739,0.479779,-0.364533
2403,22185,0.167829,-1.987328,-1.571334,-0.186630,-0.183885,-0.670798,-1.958853,2.116512,-0.459581,3.319998,0.629321,-2.446394
2403,22186,2.166791,-2.955620,-2.127810,0.187224,-0.032755,-3.509488,0.400674,2.486358,0.583985,3.122696,0.806429,-1.784819
2403,22187,2.713816,-1.769332,-2.059078,0.432700,-1.548395,-7.247027,-3.538292,2.505090,0.919402,2.670058,1.307294,-1.632356
2403,22188,0.242964,-1.092491,-3.213403,3.160536,-2.466238,-3.904582,-4.456073,0.912474,0.130830,3.741440,1.391848,0.174480
2404,22189,2.345846,-2.221663,-0.624157,2.052117,-0.372808,-3.828701,-2.454562,2.219259,-0.388508,3.678576,-0.035900,-1.807906
2404,22190,3.823674,-3.369774,-0.502044,-0.721525,-1.654328,-5.378372,-3.324679,1.571988,1.320784,3.529188,1.189204,-0.945532
2404,22191,1.090685,-2.082023,-1.710038,1.478958,1.034600,-2.428583,-3.114956,2.927074,1.012014,3.000537,-0.360395,-1.220065
2404,22192,3.154869,-2.020171,-1.533354,1.332632,-0.772924,-8.472864,-1.787922,2.699856,0.723355,2.571978,0.589076,-1.021512
2404,22193,2.318503,-1.894027,-2.342185,-0.348738,0.092661,-1.856369,-1.461771,0.931195,0.212532,3.316229,0.607372,-3.251216
2404,22194,4.483536,-1.182005,-2.952609,-1.934873,-0.985626,0.486184,-3.029918,1.242135,-1.295988,2.654971,1.303080,0.573368
2404,22195,1.485992,-0.992857,-0.675695,2.636802,-1.945918,-3.439618,-2.407905,2.064410,0.805262,3.108424,1.544696,-1.053924
2404,22196,2.533029,-1.858964,-0.856176,-0.857513,-0.134816,-3.171727,-2.314378,3.164726,0.000943,3.202902,1.615267,-0.602332
2404,22197,1.796656,-2.705638,-1.170455,0.821486,-1.065669,-1.601219,-3.926368,3.496635,-0.535600,3.140294,1.609553,-2.697228
