query_id,doc_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
795,7376,2.083516,-2.202346,-2.049397,2.047370,0.477983,-1.002202,-2.504965,1.855209,0.561820,2.703221,1.534359,-1.449547
795,7377,2.526918,-1.134218,-2.726258,2.670302,-0.056766,0.492381,-0.592207,0.736037,0.171829,2.205688,0.281091,-0.977863
796,7378,3.347954,-1.925334,-1.734159,0.603281,0.196910,-3.503301,-1.575981,2.399788,1.397385,2.103417,1.056782,-0.754643
796,7379,1.429691,-1.528411,-1.052079,-0.433002,-1.568649,-3.648691,-0.805809,1.298271,1.138676,2.097540,1.065785,-1.270289
796,7380,3.015592,-2.045476,-2.662855,1.892601,-0.600683,-4.204215,-0.196661,2.014948,0.124477,2.872030,-0.011870,-2.097512
796,7381,2.041932,-0.164562,-2.396818,-1.730396,-0.851633,-5.001323,-2.705074,2.236667,1.778839,2.744241,1.271086,-0.381312
796,7382,2.152738,-0.971363,-3.790872,1.522583,-0.577613,-1.264503,-2.672086,2.540194,0.785292,3.770041,1.400430,-2.217639
796,7383,3.454117,-2.312762,-1.926091,5.644379,-0.390283,-3.689285,-2.736985,2.937422,0.411871,3.120404,1.540651,0.165630
796,7384,3.038912,-1.665896,-3.680805,1.420037,-0.523643,-0.817718,-2.608098,1.522131,1.056808,3.403363,1.325503,-0.967594
797,7385,237.602435,-0.696673,-0.800643,233.845169,-3.812044,-467.894851,-2.352782,345.383388,93.668933,2.642459,1.657567,-0.004533
797,7386,107.125198,0.856223,-0.966476,262.722524,-3.425544,-576.427043,-2.650830,29.040133,217.842019,3.941185,0.839519,0.643135
797,7387,205.598799,-1.171405,-3.103750,280.373980,-2.889398,-152.289194,-3.022219,382.809134,201.911076,4.105047,1.319625,-0.192405
797,7388,197.535704,0.560432,-3.334389,191.861137,-3.321261,-98.982584,-1.836501,448.004372,60.777834,4.580048,0.465930,1.619232
797,7389,132.889908,-0.374964,-2.437077,230.715022,-3.604368,-162.184414,-1.276784,472.674441,127.660646,3.108294,0.078583,-0.420492
797,7390,115.551351,-0.733757,-1.851874,-204.903671,-0.982557,-585.582827,-4.550269,99.653894,104.782674,3.229093,1.253126,-1.783217
797,7391,179.900630,-0.348377,-3.753786,94.253908,-5.344594,-571.116611,-2.999155,283.616769,103.153328,4.754041,-0.768268,0.253022
797,7392,124.586455,-0.775943,-2.643479,325.586826,-4.056356,-1134.766085,-2.023672,236.448136,120.418154,2.725889,0.854032,0.377877
797,7393,304.915842,0.027472,-3.393026,-201.802346,-2.285891,-33.121038,-2.191038,312.557403,9.815205,4.151689,1.573123,-1.637093
797,7394,105.517278,-0.153465,-2.246830,172.643100,-2.854856,86.925754,-2.387351,253.193914,-39.967270,4.822393,0.117384,0.554956
798,7395,328.924637,0.109038,-2.151615,906.855936,-1.815427,-284.853127,-1.530395,365.758323,15.483839,3.216198,0.666548,0.394636
798,7396,273.955592,-0.748728,-2.349564,-54.163461,-4.703207,-268.590220,-3.226045,305.315870,87.540106,4.542409,0.446267,-1.416708
